SUBSCRIBER_ID,TARIFF_PLAN_ID_FROM,TARIFF_PLAN_ID_TO,CHANGE_MONTH
1033,3,5,2017-05
1034,1,5,2017-02
1035,2,4,2017-05
1036,1,5,2017-06
1037,3,5,2017-04
1038,3,5,2017-03
1039,1,5,2017-05
1040,1,5,2017-03
1040,5,1,2017-04
1040,1,5,2017-04
1041,1,5,2017-05
1042,3,5,2017-02
1043,3,5,2017-01
1044,1,5,2017-01
1045,3,4,2017-05
1046,3,5,2017-05
1047,3,5,2017-05
1048,3,5,2017-03
1049,1,5,2017-05
1050,3,5,2017-04
1051,1,5,2017-04
1052,2,5,2017-02
1053,1,5,2017-06
1054,3,5,2017-03
1055,1,5,2017-05
1056,1,5,2017-06
1057,3,5,2017-05
1058,1,5,2017-05
1059,2,5,2017-04
1060,2,5,2017-03
1061,1,5,2017-04
1062,3,5,2017-03
1063,3,5,2017-04
1064,3,5,2017-02
1065,1,5,2017-02
1066,3,4,2017-02
1067,1,5,2017-06
1068,1,5,2017-06
1069,2,1,2017-04
1070,3,5,2017-03
1071,3,5,2017-01
1072,4,1,2017-01
1073,3,5,2017-04
1074,1,5,2017-05
1075,1,4,2017-03
1076,3,5,2017-02
1077,1,5,2017-06
1078,3,5,2017-06
1079,1,5,2017-06
1080,3,5,2017-05
1081,2,4,2017-04
1082,1,5,2017-01
1083,1,5,2017-01
1084,3,4,2017-02
1085,2,4,2017-02
1086,2,5,2017-06
1087,3,5,2017-04
1088,3,5,2017-02
1089,2,5,2017-03
1090,1,5,2017-03
1091,4,5,2017-06
1092,2,4,2017-02
1092,4,2,2017-03
1093,3,5,2017-04
1094,2,4,2017-03
1095,2,5,2017-06
1096,1,5,2017-06
1097,1,5,2017-05
1098,2,5,2017-06
1099,1,5,2017-04
1100,3,5,2017-06
1101,3,5,2017-03
1102,3,4,2017-03
1103,1,5,2017-04
1104,3,5,2017-04
1105,1,5,2017-02
1106,4,5,2017-05
1107,1,5,2017-05
1108,1,5,2017-06
1109,1,5,2017-03
1110,3,5,2017-03
1111,1,5,2017-05
1112,1,5,2017-05
1113,1,4,2017-01
1114,1,5,2017-03
1114,5,1,2017-04
1114,1,5,2017-05
1115,3,5,2017-05
1116,3,5,2017-02
1117,3,5,2017-03
1118,2,1,2017-01
1119,3,5,2017-02
1120,1,5,2017-02
1121,3,5,2017-05
1122,1,5,2017-03
1123,4,5,2017-06
1124,1,5,2017-02
1125,3,5,2017-01
1126,3,4,2017-02
1126,4,5,2017-06
1127,3,1,2017-01
1127,1,5,2017-02
1128,1,5,2017-04
1129,3,5,2017-01
1130,1,5,2017-06
1131,3,5,2017-02
1132,3,5,2017-06
1133,3,5,2017-03
1133,5,3,2017-03
1134,4,5,2017-05
1135,2,4,2017-03
1136,3,5,2017-02
1137,3,5,2017-05
1138,1,5,2017-01
1139,3,5,2017-04
1140,1,5,2017-06
1141,3,5,2017-04
1142,3,5,2017-02
1143,3,5,2017-06
1144,3,5,2017-04
1145,3,5,2017-02
1146,3,1,2017-05
1147,1,3,2017-01
1148,3,5,2017-05
1149,1,4,2017-02
1150,4,5,2017-03
1151,3,5,2017-01
1152,2,5,2017-01
1153,1,5,2017-01
1154,1,5,2017-05
1155,3,5,2017-02
1155,5,4,2017-04
1156,1,5,2017-03
1157,3,5,2017-05
1158,1,5,2017-01
1159,4,5,2017-02
1160,1,4,2017-01
1161,3,5,2017-04
1162,1,5,2017-03
1163,1,5,2017-02
1164,1,5,2017-06
1165,3,5,2017-03
1166,1,5,2017-05
1167,3,5,2017-01
1168,3,5,2017-04
1169,2,5,2017-01
1170,1,5,2017-02
1171,2,5,2017-04
1172,3,5,2017-01
